society,property_type,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,puja room,others,furnishing_type,luxury_score
godrej,flat,sector 33,0.95,6859.0,2,2,3+,3.0,Under Construction,1224.84558777,0,0,0,0,0,0,0
godrej,flat,sector 79,1.3,8269.0,2,2,3,3.0,New Property,1392.3695078500002,1,0,0,0,0,0,49
orris aster court premier,flat,sector 85,1.25,5896.0,3,4,2,6.0,Relatively New,1616.0,0,1,0,0,0,1,49
gls avenue 51,flat,sector 92,0.21,6953.0,1,1,1,0.0,Relatively New,488.30592757000005,0,0,0,0,0,0,63
tulip violet,flat,sector 69,1.4,8928.0,3,3,1,12.0,Relatively New,1388.2837385000003,0,0,0,0,0,0,174
indiabulls centrum park,flat,sector 103,1.01,8080.0,2,2,3,5.0,Relatively New,1348.3757008500002,0,0,1,0,0,1,165
malibu towne,flat,sector 47,2.4,10000.0,3,3,0,0.0,Moderately Old,2589.75300451,0,0,0,0,0,1,22
vatika the seven lamps,flat,sector 82,0.89,8850.0,2,2,2,14.0,Relatively New,1225.4457806936,1,0,0,0,0,1,129
breez global heights,flat,sector 36,0.24,5825.0,1,1,1,8.0,New Property,598.48666087,0,0,0,0,0,0,57
independent,house,sector 28,0.75,20833.0,7,4,3+,4.0,Moderately Old,360.0,0,0,0,0,0,0,7
tata gurgaon gateway,flat,sector 113,6.0,9139.0,5,6,3+,24.0,Moderately Old,6761.5962244600005,0,0,0,0,0,0,117
signature global park,flat,sohna road road,0.7,6071.0,3,3,3,2.0,Relatively New,1340.7041461000001,0,0,0,0,0,0,152
independent,house,sector 26,8.9,32963.0,4,4,3+,2.0,Old Property,2700.0,1,1,1,0,0,0,82
independent,house,sector 82,7.0,21605.0,4,4,3+,1.0,Relatively New,3240.0,1,1,0,0,0,1,49
the close north,flat,sector 50,2.65,10685.0,3,4,3+,6.0,Moderately Old,2470.0,0,1,0,0,0,1,174
spaze privy,flat,sector 72,3.1,6692.0,4,5,3+,8.0,Moderately Old,3311.6293598800003,1,1,1,0,0,0,136
godrej nature plus,flat,sector 33 road,1.08,13126.0,2,2,3,8.0,Under Construction,262.37532572320004,0,0,0,0,0,0,56
emaar mgf emerald floors premier,flat,sector 65,2.65,16060.0,3,3,3,5.0,Relatively New,1650.0,1,1,0,0,0,0,37
emaar mgf marbella,house,sector 66,12.0,38095.0,5,6,3+,3.0,Relatively New,3150.0,0,1,1,0,0,1,153
dlf regal gardens,flat,sector 90,1.25,7167.0,3,3,2,11.0,Relatively New,1546.4556803300002,0,0,0,0,1,0,14
sare green parc phase 3,flat,sector 92,0.79,6086.0,3,2,2,15.0,New Property,1146.9066516900002,0,0,0,0,0,0,29
sidhartha ncr one phase,flat,sector 95,0.9,4500.0,3,3,1,15.0,Relatively New,2000.0,0,0,0,0,0,0,60
bptp terra,flat,sector 37d,1.71,7804.0,3,3,3+,7.0,Relatively New,2191.0,1,0,0,0,0,0,38
m3m merlin,flat,sector 67,2.65,12945.0,3,3,3,0.0,Relatively New,2047.0,0,0,0,0,1,1,174
m3m soulitude,flat,sector 89,1.32,16923.0,3,3,3,1.0,Under Construction,967.0912959100001,0,0,0,0,0,0,45
independent,house,sector 4,0.47,10601.0,2,2,1,2.0,New Property,50.0,1,0,0,0,0,1,73
signature global solera,flat,sector 107,0.35,6489.0,2,2,2,8.0,Relatively New,733.7084699200001,0,0,0,0,0,0,45
mvn athens,flat,sohna road road,0.25,3671.0,2,2,1,11.0,Relatively New,681.0,0,0,0,0,0,1,67
godrej,flat,sector 79,1.93,8532.0,3,4,3+,5.0,Relatively New,2010.50589745,0,1,0,0,0,0,158
adani aangan galleria,flat,sector 89,0.42,4941.0,2,2,2,3.0,Relatively New,745.56592337,0,0,0,0,0,0,0
dlf new town heights,flat,sector 90,1.2,6217.0,3,3,3+,8.0,Moderately Old,2118.98078041,0,1,0,0,0,0,59
alpha corp gurgaonone,flat,sector 84,2.28,8769.0,4,4,3+,8.0,Relatively New,2925.2617602200003,0,1,0,0,0,0,61
signature global solera 2,flat,sector 107,0.37,6680.0,2,2,2,9.0,New Property,740.5223018862447,0,0,0,0,0,0,23
corona gracieux,flat,sector 76,0.75,5660.0,2,2,3,13.0,Relatively New,1171.0945973700002,0,0,0,0,0,1,0
raheja navodaya,flat,sector 92,1.1,4681.0,3,2,3,0.0,Relatively New,2350.0,0,0,0,0,0,0,0
tulip violet,flat,sector 69,1.3,8283.0,3,3,1,12.0,Relatively New,1388.78610849,0,0,0,0,0,0,86
signature global city 81,flat,sector 81,0.82,8639.0,2,2,3,2.0,Relatively New,955.0,0,0,0,0,0,0,53
independent,house,sector 12,0.65,6500.0,6,2,3,1.0,Old Property,1187.45276251,0,0,0,0,0,0,0
emaar mgf palm terraces,flat,sector 66,4.5,10599.0,5,5,3+,11.0,New Property,3271.8624721700003,0,1,0,0,0,0,105
umang monsoon breeze,flat,sector 78,1.15,5284.0,3,3,3,9.0,Moderately Old,1933.4628112100002,0,1,0,0,1,0,22
la vida by tata housing,flat,sector 113,2.35,13352.0,3,4,3,3.0,Relatively New,1930.0,0,1,0,0,0,0,174
conscient heritage max,flat,sector 102,2.1,9772.0,3,4,3+,10.0,Relatively New,1909.2748655300002,1,1,0,0,0,0,53
conscient habitat,flat,sector 99a,0.27,5599.0,2,2,1,8.0,Relatively New,670.60495903,0,0,0,0,1,0,49
elan the presidential,flat,sector 106,6.3,15384.0,5,6,3+,10.0,Under Construction,3672.07949584,0,0,0,0,0,1,62
ansal heights 86,flat,sector 86,0.64,4706.0,2,2,1,3.0,New Property,1360.0,0,0,0,0,0,0,73
signature global city 63a,flat,sector 63a,2.0,12800.0,3,3,2,1.0,Under Construction,1540.0,0,0,0,0,0,0,36
emaar gurgaon greens,flat,sector 102,1.5,9090.0,3,3,3,7.0,Relatively New,1336.1578287487,0,0,0,0,0,1,174
ats kocoon,flat,sector 109,2.22,10596.0,3,3,3,20.0,Relatively New,1860.8989741700002,0,1,0,0,1,0,79
kw royal court,flat,sector 39,2.0,6250.0,5,4,3,9.0,Old Property,3391.0674285100004,0,1,0,0,0,2,49
my home,flat,new sector 2,0.28,3166.0,2,1,1,2.0,Relatively New,1087.28845951,0,0,0,0,1,0,15
dlf city plots phase 2,house,sector 25,10.75,29861.0,9,9,3+,3.0,Old Property,3600.0,0,1,1,0,0,0,73
la vida by tata housing,flat,sector 113,2.7,16363.0,3,4,3+,4.0,Relatively New,2217.0,0,1,0,0,0,1,49
belgravia resort residences,flat,sector 48,3.45,18459.0,3,3,3,14.0,Moderately Old,1869.0,0,0,0,0,0,0,0
parsvnath exotica,flat,sector 53,6.5,19174.0,4,5,3+,10.0,Relatively New,3000.0,1,1,0,0,0,1,174
independent,house,sector 45,8.5,26235.0,5,4,2,1.0,Moderately Old,3240.0,0,1,0,0,0,1,49
eros rosewood villas,house,sector 49,2.5,13513.0,3,3,2,2.0,Moderately Old,1900.0,0,0,1,0,0,0,59
independent,house,sector 91,3.6,14815.0,4,4,3,2.0,New Property,2430.0,0,0,0,0,0,1,49
independent,house,sector 9,0.6,10753.0,3,3,1,2.0,Relatively New,558.0,0,0,0,0,0,0,0
ats triumph,flat,sector 104,1.8,7860.0,3,4,3,14.0,New Property,2479.5722712100005,0,0,0,0,0,0,60
bestech park view residency,flat,sector 2,0.56,8632.0,1,2,2,7.0,Moderately Old,837.8793450400001,0,0,0,0,0,0,92
shapoorji pallonji joyville gurugram,flat,sector 102,2.12,16960.0,3,3,3,9.0,Relatively New,1852.0,0,0,0,0,0,0,72
umang monsoon breeze,flat,sector 78,1.2,6493.0,3,3,2,8.0,Moderately Old,2018.3008756600002,0,0,0,0,0,2,8
conscient heritage max,flat,sector 102,2.15,9306.0,3,4,3,13.0,Relatively New,1909.2748655300002,1,1,0,0,0,0,101
bptp visionnaire,house,sector 70a,5.25,20115.0,5,4,3+,3.0,New Property,2610.0,0,1,0,0,0,1,49
bptp terra,flat,sector 37d,1.79,8983.0,4,3,3,15.0,Relatively New,1774.00153969,0,0,0,0,1,1,37
independent,house,sector 4,0.92,15257.0,4,4,3,4.0,Moderately Old,603.0,0,0,0,0,1,0,0
ss the leaf,flat,sector 85,2.15,7645.0,4,5,3+,1.0,Relatively New,2503.22330945,0,1,0,0,0,0,165
emaar mgf the palm drive,flat,sector 66,3.5,16470.0,3,4,3,6.0,Relatively New,2150.0,0,1,0,0,0,0,68
sushant lok 1 builder floors,flat,sector 43,2.5,12920.0,3,3,2,2.0,New Property,176.70127497000001,0,0,0,0,0,0,0
signature global city 63a,flat,sector 63a,1.4,11336.0,2,2,2,3.0,Under Construction,1422.83887456,0,0,0,0,1,0,0
shree vardhman victoria,flat,sector 70,1.78,9128.0,3,3,3+,7.0,Relatively New,1731.00074737,0,1,0,0,1,0,49
vatika gurgaon,flat,sector 83,1.15,5808.0,3,3,2,3.0,Relatively New,1350.0,1,1,1,0,0,1,165
godrej frontier,flat,sector 80,1.4,6189.0,3,4,2,6.0,Moderately Old,1922.0,0,1,0,0,0,0,111
independent,house,sector 12,1.35,12222.0,5,5,1,3.0,Old Property,2052.0,0,0,0,0,0,0,31
independent,house,sector 41,9.0,27778.0,8,5,3+,3.0,Old Property,3240.0,0,1,1,0,0,1,26
hero homes,flat,sector 104,1.75,10361.0,3,3,3,2.0,Under Construction,1497.18393913,0,0,0,0,0,0,30
independent,house,sector 7,0.27,12000.0,2,2,1,2.0,Moderately Old,225.0,0,0,0,0,0,0,12
dlf regal gardens,flat,sector 90,1.2,6837.0,3,3,3+,15.0,Relatively New,1572.2100015400001,0,0,0,0,0,0,118
ats tourmaline,flat,sector 109,1.4,8000.0,3,3,3+,12.0,Relatively New,1551.83077937,0,0,0,0,1,0,65
ireo the corridors,flat,sector 67a,2.08,12044.0,3,3,2,6.0,Under Construction,1531.22623305,0,0,0,0,1,0,55
independent,house,sector 3 phase 3 extension,0.75,6410.0,2,2,0,1.0,Moderately Old,130.0,0,0,0,0,0,0,0
puri diplomatic greens,flat,sector 111,3.7,12542.0,4,5,3+,12.0,Relatively New,2650.0,0,1,0,0,0,1,158
m3m skycity,flat,sector 65,2.0,15267.0,2,2,2,16.0,New Property,1157.65684977,0,0,0,0,0,1,174
central park flower valley aqua front towers,flat,sector 33 road,2.0,11179.0,3,3,3+,8.0,New Property,1586.76892313,0,0,0,0,0,0,23
the close north,flat,sector 50,2.7,9980.0,3,3,3+,3.0,Moderately Old,2317.78239257,0,1,0,0,0,0,117
vatika gurgaon,flat,sector 83,0.85,8947.0,2,2,2,18.0,Moderately Old,1100.0,0,0,0,0,0,1,119
park view apartments,flat,sector 15,1.6,11034.0,3,3,3+,2.0,Moderately Old,1638.19212601,0,0,0,0,0,0,56
tulip white,flat,sector 69,0.9,6787.0,3,2,3,6.0,Relatively New,1513.98839029,0,0,0,0,0,0,121
experion the heartsong,flat,sector 108,0.87,11845.0,2,3,3,2.0,Relatively New,978.23,0,1,0,0,0,1,123
independent,house,sector 7,0.66,12000.0,3,1,1,3.0,Relatively New,550.0,0,0,0,0,1,0,22
m3m soulitude,flat,sector 89,1.25,8784.0,3,3,3,3.0,New Property,1258.88788169,1,0,0,0,1,0,61
"godrej 101, sector 79",flat,sector 79,1.25,9038.0,2,2,3,1.0,Relatively New,1383.0,0,0,0,0,0,0,0
sare crescent parc,flat,sector 92,0.82,5384.0,3,3,3+,12.0,Relatively New,1523.0,0,0,0,0,0,0,0
tulip violet,flat,sector 69,1.68,8348.0,4,4,2,1.0,Relatively New,1784.75173777,0,0,0,0,0,0,102
parsvnath green ville,flat,sector 48,1.86,7654.0,3,3,3+,6.0,Moderately Old,2161.00867057,0,1,0,0,0,1,94
emaar gurgaon greens,flat,sector 102,1.45,8787.0,3,3,2,7.0,Relatively New,1462.24579537,0,1,0,0,0,0,169
bestech park view grand spa,flat,sector 81,3.0,9419.0,4,5,2,6.0,Relatively New,2837.3752997700003,0,1,0,0,0,1,110
shapoorji pallonji joyville gurugram,flat,sector 102,1.1,12181.0,2,2,1,8.0,Under Construction,793.0459648899999,0,0,0,0,0,0,105
raheja sampada,flat,sector 92,0.7,4453.0,3,3,0,7.0,Relatively New,1572.0,0,0,0,0,0,0,0
woodstock floors,flat,sector 50,1.05,10627.0,2,2,2,2.0,Moderately Old,1175.43304615,0,0,0,0,0,0,53
independent,house,sector 4,0.8,11852.0,5,3,1,2.0,Moderately Old,675.0,0,0,0,0,0,0,0
sare crescent parc,flat,sector 92,0.71,4933.0,3,3,2,6.0,Relatively New,1624.1691235900003,0,0,0,0,0,0,37
shree vardhman flora,flat,sector 90,0.7,5384.0,2,2,3,13.0,New Property,1148.6983513700002,1,0,0,0,0,0,15
dlf new town heights,flat,sector 90,2.0,7334.0,4,4,3+,20.0,Moderately Old,2427.07607305,0,1,0,0,1,0,49
independent,house,sector 43,2.55,13178.0,3,3,2,3.0,Relatively New,1935.0,0,0,0,0,0,1,60
emaar mgf emerald floors premier,flat,sector 65,2.75,13924.0,4,4,3,3.0,Relatively New,1975.0,1,1,0,0,0,1,113
godrej air,flat,sector 85,1.75,9589.0,3,3,2,27.0,Relatively New,1825.0,0,0,0,0,0,0,44
chd avenue,flat,sector 71,1.35,5744.0,4,4,3,8.0,Moderately Old,2089.34068337,0,1,0,0,0,0,26
mapsko royale ville,flat,sector 82,1.22,7176.0,3,5,3+,10.0,Relatively New,2000.0,0,1,0,0,0,1,76
shivpuri,house,sector 7,2.4,8889.0,10,5,3,2.0,Old Property,2700.0,1,1,0,0,0,0,8
bptp freedom park life,flat,sector 57,2.5,11111.0,3,3,3,9.0,Moderately Old,1999.75569937,0,0,0,0,0,0,55
bestech park view residency,flat,sector 2,0.98,6261.0,2,2,3,14.0,Moderately Old,1386.09855897,1,0,0,0,0,0,92
signature global superbia,flat,sector 95,0.4,6728.0,2,2,3,2.0,Under Construction,781.2766947383769,0,0,0,0,0,0,0
green court,flat,sector 90,0.4,6389.0,2,2,1,8.0,New Property,628.78476275,0,0,0,0,0,0,20
independent,house,sector 7,8.0,22222.0,4,5,3+,1.0,Old Property,3600.0,1,1,0,0,0,0,31
m3m woodshire,flat,sector 107,0.8,5856.0,2,2,3+,14.0,New Property,1207.8244408100002,0,0,0,0,0,0,67
kiran residency,flat,sector 56,1.55,7750.0,3,3,3,5.0,Old Property,1775.79323937,0,1,0,0,0,1,52
emaar gurgaon greens,flat,sector 102,1.4,8484.0,3,3,3,10.0,Relatively New,1300.0,0,1,0,0,0,0,46
independent,house,sector 48,5.5,23504.0,4,4,2,2.0,Relatively New,2340.0,0,1,0,0,0,1,22
vatika city homes,flat,sector 83,0.8,6060.0,2,2,2,8.0,Moderately Old,1166.61534817,0,0,1,0,0,0,22
irwo westend towers,flat,sector 47,0.65,12059.0,1,1,2,3.0,Old Property,725.6953256800001,0,0,0,0,0,0,56
suncity vatsal valley,flat,gwal pahari,1.45,10139.0,3,3,3,4.0,Under Construction,1430.0,0,0,0,0,0,0,49
central park flower valley,house,sector 33 road,1.15,9349.0,2,2,3,2.0,Relatively New,1400.0,1,0,0,0,0,1,71
tulip violet,flat,sector 69,1.55,9822.0,3,3,2,9.0,Relatively New,1397.7446068900001,0,0,0,0,0,1,165
aipl club residences,flat,sector 70a,0.95,10215.0,2,2,1,11.0,New Property,930.0,0,0,0,0,0,1,103
indiabulls centrum park,flat,sector 103,1.05,5861.0,2,2,3,1.0,Relatively New,1365.0,0,0,0,0,0,1,51
indiabulls centrum park,flat,sector 103,1.9,5681.0,3,4,3+,10.0,Relatively New,3535.3040248300003,1,1,0,0,1,1,49
ild grand,flat,sector 37c,1.2,6593.0,3,3,3,7.0,Under Construction,1614.5402681700002,0,0,0,0,0,0,24
puri diplomatic greens,flat,sector 111,3.45,11694.0,4,5,3+,10.0,Relatively New,2626.85058737,0,1,0,0,0,0,101
unitech uniworld resorts,house,sector 33,10.0,20202.0,5,6,3,4.0,New Property,4950.0,1,1,0,0,0,0,26
paras dews,flat,sector 106,1.28,7272.0,3,4,3+,24.0,Relatively New,1186.0,0,1,0,0,0,0,49
sare homes,flat,sector 92,1.19,5219.0,4,3,3,14.0,Relatively New,2469.5558409100004,0,1,0,0,0,0,100
the close north,flat,sector 50,2.35,11227.0,3,3,3,8.0,Moderately Old,2000.0,0,0,1,0,0,1,149
signature global solera,flat,sector 107,0.28,5674.0,2,2,2,11.0,Relatively New,675.61317418,0,0,0,0,0,0,29
independent,house,sector 67,1.5,8642.0,5,3,2,2.0,New Property,366.10547791,0,0,0,0,0,0,0
dlf regal gardens,flat,sector 90,1.25,8116.0,3,3,3,8.0,Relatively New,1640.0,0,0,0,0,0,0,158
smriti apartment,flat,sector 56,0.6,10000.0,1,1,1,2.0,Moderately Old,521.60346337,0,0,0,0,0,0,49
smart world gems,flat,sector 89,0.9,8145.0,2,2,2,1.0,New Property,1105.0,0,0,0,0,0,0,45
ss the leaf,flat,sector 85,1.87,7780.0,3,4,3,7.0,Relatively New,2225.0,0,0,0,0,0,0,49
corona optus,flat,sector 37c,1.26,7250.0,3,3,3,4.0,New Property,1400.0,0,0,0,0,0,0,28
godrej aria,flat,sector 79,1.1,7772.0,2,2,3+,4.0,New Property,1194.3866932100002,0,0,0,0,0,1,49
m3m capital,flat,sector 113,2.9,12619.0,4,4,3+,11.0,Under Construction,2487.5854154500003,1,1,0,0,0,0,49
chd avenue,flat,sector 71,1.15,6526.0,3,3,2,15.0,Moderately Old,1544.7953635650001,0,1,0,0,0,1,66
pareena mi casa,flat,sector 68,1.85,9310.0,3,3,3+,13.0,Under Construction,1764.14719145,0,0,0,0,0,0,47
international city by sobha phase 2,house,sector 109,6.44,26502.0,4,5,3+,3.0,New Property,2430.0,1,1,1,0,0,0,138
signature the roselia,flat,sector 95,0.45,7908.0,2,2,2,2.0,New Property,755.7446165800001,0,0,0,0,0,1,31
dlf the arbour,flat,sector 63,7.8,19747.0,4,4,0,6.0,New Property,3950.0,0,0,0,0,0,0,61
ss the leaf,flat,sector 85,1.08,6585.0,2,2,3,8.0,New Property,1200.0,1,1,1,0,0,1,157
chd avenue,flat,sector 71,1.4,7945.0,3,3,2,1.0,Moderately Old,1950.7047513700002,0,0,0,0,0,1,125
independent,house,sector 24,2.75,7666.0,7,7,3+,3.0,Moderately Old,3000.0,0,0,0,0,1,1,0
smart world gems,flat,sector 89,0.95,8903.0,2,2,2,1.0,Under Construction,852.36237125,1,0,0,0,0,0,122
vatika the seven lamps,flat,sector 82,1.37,8753.0,3,3,3,11.0,Relatively New,2000.0,1,1,0,0,0,1,145
eldeco accolade,flat,sohna road road,0.95,6178.0,2,2,3+,8.0,Under Construction,1050.0,1,0,0,0,1,0,72
mittal surya vihar,flat,sector 21,0.8,7079.0,2,2,2,6.0,Old Property,1317.6663564100002,0,0,0,0,0,0,0
dlf the ultima,flat,sector 81,2.35,11174.0,3,3,3+,14.0,Relatively New,1550.0,1,1,0,0,1,2,49
maruti kunj,flat,sector 11,0.8,5161.0,3,2,0,0.0,Old Property,1372.6608113700001,0,0,0,0,0,0,8
dlf the crest,flat,sector 54,11.0,35484.0,4,5,3+,7.0,Relatively New,3290.90312551,1,1,0,0,0,0,49
m3m golfestate,flat,sector 65,6.15,15998.0,3,5,3+,1.0,Relatively New,4036.12553983,0,1,0,0,0,2,49
lotus homz,flat,sector 111,0.7,10057.0,2,2,2,8.0,Relatively New,882.95328139,0,0,0,0,0,0,68
mvn athens,flat,sohna road road,0.26,5397.0,2,2,1,2.0,Relatively New,668.393495489217,0,0,0,0,0,0,37
dlf the arbour,flat,sector 63,8.5,21519.0,4,4,0,27.0,New Property,3950.0,0,0,0,0,0,0,61
smart world orchard,flat,sector 61,2.55,15644.0,3,3,2,4.0,New Property,1630.0,0,0,0,0,1,0,30
m3m golfestate,flat,sector 65,5.3,24211.0,3,3,3,38.0,Moderately Old,2457.835964275,0,1,0,0,0,2,49
tulip violet,flat,sector 69,1.7,8623.0,4,4,1,12.0,Relatively New,1748.91774417,0,0,0,0,0,0,88
zara aavaas,flat,sector 104,0.2,6644.0,1,2,2,3.0,New Property,487.30428454,0,0,0,0,0,0,67
emaar mgf emerald estate,flat,sector 65,1.73,12401.0,3,3,3,9.0,Relatively New,1233.8040861700001,0,1,0,0,0,2,159
dlf city plot phase 4,house,sector 28,13.0,1992.0,10,10,3+,1.0,Moderately Old,7447.721700010001,0,0,0,0,0,0,0
vipul lavanya,flat,sector 81,0.6,6666.0,2,2,1,0.0,Relatively New,1087.28845951,0,0,0,0,0,0,49
dlf regal gardens,flat,sector 90,1.8,7223.0,4,4,3+,7.0,Moderately Old,1968.4009549700002,0,0,0,0,0,0,38
godrej oasis,flat,sector 88a,1.45,8367.0,2,2,3+,9.0,Relatively New,211.35661028600003,1,0,0,0,0,2,85
independent,house,sector 38,3.5,20323.0,3,2,2,1.0,Moderately Old,1722.0,0,0,0,0,0,0,0
ireo uptown,flat,sector 66,1.32,11442.0,2,2,2,6.0,Relatively New,1021.48767409,0,0,0,0,0,0,45
global hill view,flat,sector 11,0.36,5150.0,2,2,0,15.0,Relatively New,699.0,0,0,0,0,0,0,0
dlf new town heights,flat,sector 90,1.9,5683.0,4,4,3+,7.0,Relatively New,2427.07607305,0,1,0,0,0,0,88
godrej nature plus,flat,sector 33 road,1.5,10200.0,2,2,3+,2.0,Under Construction,1573.08532906,0,0,0,0,0,0,87
central park flower valley,flat,sector 33 road,2.15,13522.0,3,3,3+,1.0,New Property,1408.4948049700001,0,0,0,0,0,0,31
pareena mi casa,flat,sector 68,1.1,8835.0,2,2,3,11.0,New Property,1099.42661017,0,0,0,0,0,0,95
breez global hill view,flat,sohna road road,2.6,5215.0,2,2,2,6.0,New Property,4986.0,0,0,0,0,0,0,42
independent,house,sector 14,4.6,20444.0,1,1,0,1.0,Old Property,2250.0,0,0,0,0,0,0,0
m3m the marina,flat,sector 68,1.02,8095.0,2,2,2,11.0,Relatively New,1250.0,0,0,0,0,1,1,49
chd avenue,flat,sector 71,0.98,6049.0,3,3,3,0.0,Moderately Old,1435.37030017,1,0,0,0,0,0,65
bestech park view sanskruti,flat,sector 92,1.5,7812.0,3,3,3,3.0,Relatively New,1704.12525217,0,0,0,0,1,0,49
sare green parc phase 3,flat,sector 92,1.08,5150.0,4,4,2,16.0,New Property,1856.41972497,0,1,0,0,0,0,107
bptp terra,flat,sector 37d,1.72,7850.0,3,3,3+,10.0,Relatively New,1946.9005588100001,0,1,0,0,0,0,31
independent,house,sector 3,0.55,7333.0,1,1,0,1.0,Moderately Old,750.0,0,0,0,0,0,0,0
bestech park view sanskruti,flat,sector 92,1.6,8020.0,3,4,3+,10.0,Relatively New,1615.0,0,1,0,0,1,1,174
independent,house,sector 110,0.34,6800.0,1,1,0,1.0,Old Property,500.0,0,0,0,0,0,0,0
godrej,flat,sector 79,1.41,9000.0,2,2,3,3.0,New Property,1760.3925756700003,1,0,0,0,0,0,104
conscient heritage max,flat,sector 102,2.5,11633.0,3,4,3+,25.0,New Property,1909.2748655300002,1,1,0,0,0,1,56
independent,house,sector 22,4.75,20068.0,7,5,3+,3.0,Old Property,2367.0,0,0,0,0,1,1,49
parsvnath exotica,flat,sector 53,5.0,17271.0,3,4,3+,8.0,Relatively New,2500.0,0,1,0,0,1,1,49
indiabulls enigma,flat,sector 110,4.49,11572.0,5,5,3+,4.0,Relatively New,3459.9909385700003,0,1,0,0,0,0,165
ambience creacions,flat,sector 22,2.4,17391.0,2,2,2,8.0,Relatively New,1200.0,0,0,0,0,1,2,112
emaar palm gardens,flat,sector 83,1.3,11868.0,3,3,3,16.0,Relatively New,1403.9323137195001,0,1,0,0,0,1,174
pivotal riddhi siddhi,flat,sector 99,0.5,8517.0,2,1,2,7.0,New Property,773.7741911200001,0,0,0,0,0,0,24
uphaar residency 2,flat,sector 105,0.42,5600.0,3,2,1,0.0,Moderately Old,937.04200501,0,0,0,0,1,0,7
emaar mgf emerald floors premier,flat,sector 65,2.5,15151.0,3,3,3,3.0,Relatively New,1462.24579537,1,1,0,0,0,0,15
signature global grand iva,flat,sector 103,0.5,6667.0,2,2,0,10.0,Relatively New,750.0,0,0,0,0,0,0,0
dlf alameda,house,sector 73,17.0,35109.0,5,8,3,3.0,Relatively New,9000.0,1,1,1,0,0,2,87
ats triumph,flat,sector 104,1.75,7641.0,3,4,3+,11.0,Relatively New,2035.5896929700002,0,1,0,0,0,0,110
godrej nature plus,flat,sector 33 road,1.65,8266.0,3,3,3,2.0,Under Construction,2185.0892203900003,0,1,0,0,0,0,37
supertech araville,flat,sector 79,1.0,6535.0,2,2,3,4.0,Relatively New,1718.3235684100002,1,0,0,0,0,0,24
ireo victory valley,flat,sector 67,4.5,14097.0,4,4,3+,0.0,Relatively New,3160.0,0,1,0,0,0,1,42
dlf city phase 1,house,sector 26,3.25,3681.0,3,3,3,2.0,Old Property,8829.0,1,0,0,0,0,0,79
ashiana mulberry,flat,sohna road road,0.9,6143.0,2,2,3+,7.0,Moderately Old,1100.0,1,0,0,0,0,1,156
m3m merlin,flat,sector 67,3.0,14655.0,3,3,3+,4.0,Relatively New,2047.0,0,0,1,0,0,1,174
ireo the corridors,flat,sector 67a,2.0,11580.0,3,3,2,6.0,Under Construction,1367.8534635350002,0,0,0,0,1,0,15
emaar mgf emerald floors premier,flat,sector 65,2.25,13636.0,3,3,3,3.0,Relatively New,1600.0,1,1,0,0,0,1,49
ansal heights 86,flat,sector 86,0.78,5735.0,2,2,1,8.0,New Property,1202.44934177,0,0,0,0,0,0,67
uphaar homes,flat,sector 105,0.45,4736.0,3,2,1,1.0,Relatively New,1137.3706110100002,0,0,0,0,0,1,44
emaar mgf palm hills,flat,sector 77,1.9,9500.0,3,4,3+,6.0,New Property,1590.81711585545,0,1,0,0,0,1,42
supertech araville,flat,sector 79,1.35,9000.0,2,2,3,6.0,New Property,1350.0,1,0,0,0,1,1,88
tulip lemon,flat,sector 69,0.62,12863.0,2,2,1,4.0,Relatively New,668.60167297,0,0,0,0,0,1,108
emaar mgf emerald floors premier,flat,sector 65,2.24,13575.0,3,3,3,2.0,Relatively New,1838.52073201,1,1,0,0,0,0,46
experion windchants,flat,sector 112,5.2,10726.0,4,6,3+,15.0,Relatively New,3655.35,0,1,0,0,0,1,174
independent,house,sector 25,7.3,1560.0,9,9,2,3.0,Relatively New,5800.0,0,1,1,0,0,1,109
mian wali,house,sector 12,1.7,9444.0,1,1,1,1.0,Old Property,1800.0,0,1,0,0,0,0,7
pioneer araya,flat,sector 62,9.2,19943.0,4,6,3,5.0,Relatively New,3755.360614445,0,1,0,0,0,1,156
godrej air,flat,sector 85,1.3,14541.0,2,2,3,30.0,Under Construction,1159.78096835,0,0,0,0,0,0,111
tulip violet,flat,sector 69,1.46,9252.0,3,3,2,0.0,Relatively New,1397.7446068900001,0,0,0,0,0,1,174
pareena mi casa,flat,sector 68,1.7,8500.0,4,4,3+,23.0,New Property,1774.89738953,0,0,0,0,0,0,88
ireo victory valley,flat,sector 67,3.5,14583.0,3,4,3,24.0,Relatively New,2490.0,0,1,0,0,0,1,149
godrej,flat,sector 79,1.18,8532.0,2,2,3,7.0,Relatively New,1223.05388809,0,0,0,0,0,0,158
gls arawali homes,flat,sohna road road,0.32,6722.0,2,1,0,0.0,Relatively New,476.0,0,0,0,0,0,0,0
independent,house,sector 57,8.31,24171.0,5,6,3+,4.0,Old Property,3438.0,1,1,1,0,0,0,34
signature global solera,flat,sector 107,0.5,7751.0,3,2,2,6.0,Relatively New,831.86948686,0,0,0,0,1,0,49
sobha city,flat,sector 108,2.1,13975.0,2,2,2,3.0,Under Construction,1221.2621884100001,0,0,0,0,0,0,74
independent,house,sector 4,3.3,14667.0,3,3,2,1.0,Old Property,2250.0,0,0,0,0,0,0,34
